酒儿公告,#genre#
CCTV1,http://119.62.36.174:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$『线路62』
CCTV1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路63』
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv$『线路64』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv$『线路65』
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$『线路66』
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路67』
CCTV1,http://120.234.5.29:6000/udp/239.20.0.104:2006$『线路68』
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$『线路69』
CCTV1,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008$『线路70』
CCTV1,http://alvin.ergotron.net:8000/udp/239.77.1.17:5146$『线路71』
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008$『线路72』
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234$『线路73』
CCTV1,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV1HD/index.m3u8?gMac=unknown&livodToken=3f76fa247855b9f1507e08620e857dda1b4424839963e7074fc1ee72310d6023_1720504514_604800&fromCDN=ws$『线路74』
CCTV1,http://221.5.12.130:2223/hls/23/index.m3u8$『线路75』
CCTV1,http://171.108.239.79:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$『线路76』
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv$『线路77』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$『线路78』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$『线路79』
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$『线路80』
CCTV1,http://115.171.216.195:4000/udp/225.1.8.1:8008$『线路81』
CCTV1,http://183.3.134.56:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0$『线路82』
CCTV1,http://223.159.8.12:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$『线路83』
CCTV1,http://61.52.158.169:808/hls/1/index.m3u8$『线路84』
CCTV1,http://171.108.239.98:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$『线路85』
CCTV1,http://gouwu.pthv.gitv.tv:91/live/CCTV1hd-8M/live.m3u8$『线路86』
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$『线路87』
CCTV1,http://59.62.8.250:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$『线路88』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$『线路89』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$『线路90』
CCTV1,http://124.165.251.82:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路91』
CCTV1,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$『线路92』
CCTV1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路93』
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路94』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路95』
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$『线路96』
CCTV1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8?key=txiptv$『线路97』
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv$『线路98』
CCTV1,http://118.122.2.29:9999/hls/1/index.m3u8$『线路99』
CCTV1,http://171.116.59.153:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路100』
CCTV1,http://123.163.55.234:9901/tsfile/live/0001_1.m3u8?key=txiptv$『线路101』
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8$『线路102』
CCTV1,http://1.195.111.251:11190/tsfile/live/0001_1.m3u8$『线路103』
CCTV1,http://36.248.137.69:60033/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路104』
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$『线路105』
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$『线路106』
CCTV1,http://36.40.237.20:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$『线路107』
CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8$『线路108』
CCTV1,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8$『线路109』
CCTV1,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8$『线路110』
CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8$『线路111』
CCTV1,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8$『线路112』
CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8$『线路113』
CCTV1,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8$『线路114』
CCTV1,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8$『线路115』
CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8$『线路116』
CCTV1,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8$『线路117』
CCTV1,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8$『线路118』
CCTV1,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8$『线路119』
CCTV1,https://stream1.freetv.fun/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8$『线路120』
CCTV1,https://stream1.freetv.fun/f1fa8406434117dfaa5c0b174fa90a31da74b1ad921fc3ce3662a40cff4d9001.m3u8$『线路121』
CCTV1,https://stream1.freetv.fun/ee6bfbbf6bd7448cd334ce598474b15c4179f9cf07a6980cd02389132eef0af0.m3u8$『线路122』
CCTV1,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8$『线路123』
CCTV1,https://stream1.freetv.fun/5d284520daa692f05f56035b16d3664f0e1d00c595102fbb480bdd9365d80e12.ctv$『线路124』
CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8$『线路125』
CCTV1,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv1$『线路126』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls$『线路127』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8$『线路128』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8$『线路129』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226221/index.m3u8$『线路130』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226225/index.m3u8$『线路131』
CCTV1,rtsp://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil$『线路132』
CCTV1,rtsp://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil$『线路133』
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil/index.m3u8?fmt=ts2hls$『线路134』
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil/index.m3u8?fmt=ts2hls$『线路135』
CCTV1,http://61.160.112.102:35455/gaoma/cctv1.m3u8$『线路136』
CCTV1,http://175.18.189.238:9998/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路137』
CCTV1,http://dsm.huarunguoji.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$『线路138』
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$『线路139』
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$『线路140』
CCTV1,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476879.m3u8$『线路141』
CCTV1,http://110.42.45.89:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$『线路142』
CCTV1,http://iptv.0564.org:35455/gaoma/cctv1.m3u8$『线路143』
CCTV1,http://112.101.78.50:9901/tsfile/live/0001_1.m3u8$『线路144』
CCTV1,p3p://173.208.176.178:31809/62c200310006b7b2a8c4dade0fd02231$『线路145』
CCTV1,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1$『线路146』
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8$『线路147』
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33$『线路148』
CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33$『线路149』
CCTV1,http://8.138.7.223/tv/dl/douyincdn.php?id=1$『线路150』
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1$『线路151』
CCTV1,http://8.138.7.223/tv/dl/careryun.php?id=1$『线路152』
CCTV1,http://60.172.130.146:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路153』
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路154』
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路155』
CCTV1,http://61.136.67.238:50085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路156』
CCTV1,http://120.192.226.35:8009/hls/501/index.m3u8$『线路157』
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8$『线路158』
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$『线路159』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路160』
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路161』
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$『线路162』
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8$『线路163』
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$『线路164』
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8$『线路165』
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8$『线路166』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2328&tk=a0c4f6cfaba3$『线路167』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6373&tk=a0c4f6cfaba3$『线路168』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4555&tk=a0c4f6cfaba3$『线路169』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2633&tk=a0c4f6cfaba3$『线路170』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3125&tk=a0c4f6cfaba3$『线路171』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1706&tk=a0c4f6cfaba3$『线路172』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0171&tk=a0c4f6cfaba3$『线路173』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8691&tk=a0c4f6cfaba3$『线路174』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8953&tk=a0c4f6cfaba3$『线路175』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344$『线路176』
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111$『线路177』
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.89:11111$『线路178』
CCTV1,http://218.93.208.172:35455/migu/608807420.m3u8?migutoken=c1e47192e21ebd32f0cc762a6749923a27468f3c407786209ce921f54a3faab96bf61281f3baee22f2ea266b1ec7e46d7bdfab0916f461bf38474fe38d0bdb2dcc56ee56853b8d6c509d866d80$『线路179』
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8$『线路180』
CCTV1,http://113.218.229.47:8081/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路181』
CCTV1,http://220.202.110.48:9003/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路182』
CCTV1,http://101.66.198.77:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$『线路183』
CCTV1,https://stream1.freetv.fun/rthk33-1.m3u8$『线路184』
CCTV1,https://stream1.freetv.fun/3cd84be1fb3623f1c3ba7d3d26e3d607331255d6559bd3e6ded774a1ff7c2b89.m3u8$『线路185』
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路186』
CCTV1,http://60.214.104.110:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路187』
CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8?key=txiptv$『线路188』
CCTV1,http://182.91.124.224:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0$『线路189』
CCTV1,http://221.226.4.10:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路190』
CCTV1,http://222.174.239.62:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路191』
CCTV1,http://222.174.239.62:352/tsfile/live/0001_1.m3u8$『线路192』
CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8$『线路193』
CCTV1,http://psp94525.iask.in:6688/udp/239.93.0.148:5140$『线路194』
CCTV1,http://39.164.180.36:19901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0$『线路195』
CCTV1,https://ldncctvwbndhwy.cntv.myhwcdn.cn/ldncctvwbnd/ldcctv1_2/index.m3u8$『线路196』
CCTV1,http://drive.mxmy.net:8888/udp/239.3.1.129:8008$『线路197』
CCTV1,https://cdn5.163189.xyz/live/cctv1/stream.m3u8$『线路198』
CCTV1,http://39.170.52.236:808/hls/1/index.m3u8$『线路199』
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$『线路200』
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?$『线路201』
CCTV1,http://home.wwang.pw:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$『线路202』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=1$『线路203』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=2$『线路204』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=3$『线路205』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=4$『线路206』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=5$『线路207』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=6$『线路208』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=7$『线路209』
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.61:9884$『线路210』
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.60:9878$『线路211』
CCTV1,http://wouu.net:9977/udp/239.93.0.184:5140$『线路212』
CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8$『线路213』
CCTV1,http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv1$『线路214』
CCTV1,http://116.117.104.34:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路215』
CCTV1,http://116.117.106.117:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路216』
CCTV1,http://116.117.106.11:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路217』
CCTV1,http://116.117.106.103:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路218』
CCTV1,http://116.117.107.20:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路219』
CCTV1,http://110.7.131.79:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路220』
CCTV1,http://110.7.131.146:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路221』
CCTV1,http://110.7.131.40:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路222』
CCTV1,http://110.7.131.4:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路223』
CCTV1,http://110.7.131.193:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路224』
CCTV1,http://110.7.131.231:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路225』
CCTV1,http://121.11.160.7:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路226』
CCTV1,http://182.150.23.74:808/hls/1/index.m3u8$『线路227』
CCTV1,http://222.219.183.103:8089/hls/1/index.m3u8$『线路228』
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8$『线路229』
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8$『线路230』
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8$『线路231』
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8$『线路232』
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8$『线路233』
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$『线路234』
CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8$『线路235』
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8$『线路236』
CCTV1,http://118.122.189.74:9901/tsfile/live/0001_1.m3u8$『线路237』
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8$『线路238』
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8$『线路239』
CCTV1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8$『线路240』
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8$『线路241』
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8$『线路242』
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8$『线路243』
CCTV1,http://202.168.187.208:9089/tsfile/live/1003_1.m3u8$『线路244』
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8$『线路245』
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8$『线路246』
CCTV1,http://123.138.22.30:9901/tsfile/live/0001_1.m3u8$『线路247』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8$『线路248』
CCTV1,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8$『线路249』
CCTV1,http://58.19.38.162:9901/tsfile/live/0001_1.m3u8$『线路250』
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$『线路251』
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8$『线路252』
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8$『线路253』
CCTV1,rtsp://180.95.143.19/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil$『线路254』
CCTV1,http://124.93.18.238:9003//hls/1/index.m3u8$『线路255』
CCTV1,http://183.184.10.34:9003//hls/1/index.m3u8$『线路256』
CCTV1,http://107.173.199.222:35455/gaoma/cctv1.m3u8$『线路257』
CCTV1,http://lu.wqwqwq.sbs/itv/1000000005000265001.m3u8?cdn=ystenlive$『线路258』
CCTV1,http://119.32.12.17:2901/udp/224.1.100.90:11111$『线路259』
CCTV1,p3p://108.181.32.169:36521/6794c86f000d02a1772744cf38ed5c13$『线路260』
CCTV1,http://125.89.163.44:8888/udp/239.77.1.17:5146$『线路261』
CCTV1,http://115.171.80.152:1688/udp/225.1.8.1:8008$『线路262』
CCTV1,http://115.171.80.152:1688/udp/225.1.8.101:8080$『线路263』
CCTV1,http://222.67.177.132:12345/udp/239.45.3.145:5140$『线路264』
CCTV1,http://122.227.173.42:8188/rtp/233.50.201.118:5140$『线路265』
CCTV1,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv1$『线路266』
CCTV1,http://58.213.65.146:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路267』
CCTV1,http://121.232.178.75:60001/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路268』
CCTV1,http://58.220.211.90:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid$『线路269』
CCTV1,http://58.220.211.90:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路270』
CCTV1,http://itv.nctv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$『线路271』
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路272』
CCTV1,http://112.6.165.112:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路273』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=b0831136e327a93587e1920b5595d227c66a7f1a6aabb8e7532bc0682db88a37af6a27b88fde476a02c5f83db38f3b3e864bcf981c57f7fed9877095a1e2fac1a149f0f8869c5c1dc147bee7be$『线路274』
CCTV1,http://218.29.168.146:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$『线路275』
